input_smiles,linker,output_smiles
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])cc(Oc2ccc([*])cc2)ncc1,CC1=C(c2ccc(Oc3cc(NC(=O)NCc4scnc4C)ccn3)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])cc2c(cc1)cnc([*])c2,CC1=C(c2cc3cc(NC(=O)NCc4scnc4C)ccc3cn2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc(Nc2c(F)cnc([*])n2)cc1,CC1=C(c2ncc(F)c(Nc3ccc(NC(=O)NCc4scnc4C)cc3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1ccc(N[*])cc1Nc1nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3cccc(NC(=O)NCc4scnc4C)c3)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1ccc2c(c(C)cc([*])n2)c1,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1ccc(C)c(Nc2ncc([*])cc2)c1,CC1=C(c2ccc(Nc3cc(NC(=O)NCc4scnc4C)ccc3C)nc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c2c(cc(N[*])c1)c(C)cc([*])n2,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1c(=O)n(C)cc(-c2ccc([*])cc2)c1,CC1=C(c2ccc(-c3cc(NC(=O)NCc4scnc4C)c(=O)n(C)c3)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,CC(N1c2cc(N[*])ccc2CCC1)c1c([*])c(F)cc(Cl)c1,CC1=C(c2c(F)cc(Cl)cc2C(C)N2CCCc3ccc(NC(=O)NCc4scnc4C)cc32)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])cc2c(C)cc(Nc3nc([*])ccn3)cc12,CC1=C(c2ccnc(Nc3cc(C)c4cc(NC(=O)NCc5scnc5C)ccc4c3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N)c(N2CCN([*])CC2)ccc([*])c1,CC1=C(c2ccc(N3CCN(C(=O)NCc4scnc4C)CC3)c(N)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c12ccc(N[*])cc1c(C)cc([*])n2,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])cc(Nc2cc([*])nc(C)n2)c1,CC1=C(c2cc(Nc3cccc(NC(=O)NCc4scnc4C)c3)nc(C)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]N1CCc2cc(Nc3nc([*])ccn3)ccc2C1,CC1=C(c2ccnc(Nc3ccc4c(c3)CCN(C(=O)NCc3scnc3C)C4)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1ccc(Sc2nc([*])c(C)c3ccccc32)cc1,CC1=C(c2nc(Sc3ccc(NC(=O)NCc4scnc4C)cc3)c3ccccc3c2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1cc(Nc2cc([*])ccc2)ccc1,CC1=C(c2cccc(Nc3cccc(NC(=O)NCc4scnc4C)c3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]N1CC(c2nc([*])ncc2)C1,CC1=C(c2nccc(C3CN(C(=O)NCc4scnc4C)C3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(N[*])c1ccc(N2CCCC2)c2n1cc([*])n2,CC1=C(c2cn3c(CNC(=O)NCc4scnc4C)ccc(N4CCCC4)c3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cccc(Nc2nccc([*])n2)c1,CC1=C(c2ccnc(Nc3cccc(NC(=O)NCc4scnc4C)c3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,n1c(Nc2c(F)cc(N[*])cc2)cc([*])cc1,CC1=C(c2ccnc(Nc3ccc(NC(=O)NCc4scnc4C)cc3F)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(N[*])ccc(-c2c(N)nc([*])cc2)c1,CC1=C(c2ccc(-c3ccc(NC(=O)NCc4scnc4C)cc3)c(N)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1ccc2c(C)cc([*])nc2c1,CC1=C(c2cc(C)c3ccc(NC(=O)NCc4scnc4C)cc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N2CCN([*])CC2)ccc(Nc2nc([*])c(C)cn2)cc1,CC1=C(c2nc(Nc3ccc(N4CCN(C(=O)NCc5scnc5C)CC4)cc3)ncc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2c(C)ccc(N[*])c2)nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3cc(NC(=O)NCc4scnc4C)ccc3C)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc2c(cc1N[*])cc(CC[*])[nH]2,CC1=C(CCc2cc3cc(NC(=O)NCc4scnc4C)ccc3[nH]2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,CC(N[*])c1ccc2c(c1)c(C)cc([*])n2,CC1=C(c2cc(C)c3cc(C(C)NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c12ccc(N[*])cc1c(C)cc([*])n2,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1ccc(Nc2nccc([*])n2)cc1,CC1=C(c2ccnc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(Nc2ncc([*])cc2Cl)cc1,CC1=C(c2cnc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)c(Cl)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1C(N[*])c2cc(Nc3ncc(Cl)c([*])n3)ccc2CC1,CC1=C(c2nc(Nc3ccc4c(c3)C(NC(=O)NCc3scnc3C)CCC4)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N2CC(N[*])CC2)ccc1[*],CC1=C(c2ccc(N3CCC(NC(=O)NCc4scnc4C)C3)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1C(=O)N(c2c(C)c(N[*])cc(Cc3ccc(Cl)cc3)n2)CCC1[*],CC1=C(C2CCN(c3nc(Cc4ccc(Cl)cc4)cc(NC(=O)NCc4scnc4C)c3C)C(=O)C2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,n1c(Nc2cc(N[*])ccc2)ncc([*])c1,CC1=C(c2cnc(Nc3cccc(NC(=O)NCc4scnc4C)c3)nc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(N)c(N[*])cc2c1c(C(N1CCN([*])CC1)=O)c[nH]2,CC1=C(N2CCN(C(=O)c3c[nH]c4cc(NC(=O)NCc5scnc5C)c(N)cc34)CC2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(-c2c(N)nc([*])cc2)cc1C,CC1=C(c2ccc(-c3ccc(NC(=O)NCc4scnc4C)c(C)c3)c(N)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])cc2ccc([*])cc2cn1,CC1=C(c2ccc3cc(NC(=O)NCc4scnc4C)ncc3c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c2c(Nc3cc(N[*])ccc3)cc([*])nc2[nH]c1,CC1=C(c2cc(Nc3cccc(NC(=O)NCc4scnc4C)c3)c3cc[nH]c3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc2c(c1)c(C)cc([*])n2,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1cc2c(cc1)C(=O)c1c(ccc([*])c1)C2=O,CC1=C(c2ccc3c(c2)C(=O)c2ccc(NC(=O)NCc4scnc4C)cc2C3=O)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,O=c1c(N[*])cc(F)c(N2CCC([*])CC2)c1,INVALID_INPUT_SMILES
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N)c2c(c(N)c(Cl)c1)C(=NC(C)C(=O)OCCN[*])c1c(ccc([*])c1)C2,CC1=C(c2ccc3c(c2)C(=NC(C)C(=O)OCCNC(=O)NCc2scnc2C)c2c(N)c(Cl)cc(N)c2C3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,O=c1ccn(Cc2ccc(N[*])cc2)c2cc([*])ccc12,CC1=C(c2ccc3c(=O)ccn(Cc4ccc(NC(=O)NCc5scnc5C)cc4)c3c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(Nc2nc([*])c(C)cn2)cc1,CC1=C(c2nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)ncc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc2c(c1)c(C)cc(N[*])n2,CC1=C(Nc2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1(c2ccc(N[*])cc2)CCN([*])C1,CC1=C(N2CCC(c3ccc(NC(=O)NCc4scnc4C)cc3)C2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,CC(C)Cc1ccc(N[*])cc1Cl)c1c(C)cc([*])cc1,INVALID_INPUT_SMILES
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,n1(C)c2c(cc(N[*])cc2)c(C)cc1[*],INVALID_INPUT_SMILES
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2cc(N[*])ccc2)ccnc([*])n1,CC1=C(c2nccc(Nc3cccc(NC(=O)NCc4scnc4C)c3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1CN([*])c2ccc(Cc3c([*])n[nH]c3)cc21,CC1=C(c2n[nH]cc2Cc2ccc3c(c2)CCN3C(=O)NCc2scnc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])cc2c1n(C)cc2CC[*],CC1=C(CCc2cn(C)c3ccc(NC(=O)NCc4scnc4C)cc23)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(Nc2nc([*])c(C)cn2)cc1,CC1=C(c2nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)ncc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,n1cc(Cl)c(N2CCN([*])CC2)cc1[*],CC1=C(c2cc(N3CCN(C(=O)NCc4scnc4C)CC3)c(Cl)cn2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(=O)(c1cc(N[*])ccc1Cl)Nc1nc([*])c(Cl)cn1,CC1=C(c2nc(NC(=O)c3cc(NC(=O)NCc4scnc4C)ccc3Cl)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(N[*])cc(-c2nc([*])c3nccn3c2)cc1,CC1=C(c2nc(-c3cccc(NC(=O)NCc4scnc4C)c3)cn3ccnc23)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cccc2c(=O)n(C[*])c(C3CC3)c12,INVALID_INPUT_SMILES
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])ccc1Nc1nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N)c(NC(=O)c2ccc(N[*])cc2)cc([*])cc1,CC1=C(c2ccc(N)c(NC(=O)c3ccc(NC(=O)NCc4scnc4C)cc3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(Cl)c(N2CCN([*])CC2)ccc1[*],CC1=C(c2ccc(N3CCN(C(=O)NCc4scnc4C)CC3)c(Cl)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cc(Nc2ncc([*])cc2)ccc1,CC1=C(c2ccc(Nc3cccc(NC(=O)NCc4scnc4C)c3)nc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2ccc(N[*])c(Cl)c2)cc([*])c(Cl)cn1,CC1=C(c2cc(Nc3ccc(NC(=O)NCc4scnc4C)c(Cl)c3)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,O=c1c(N[*])cc2c(cc1)c(C)c([*])c(=O)[nH]2,CC1=C(c2c(C)c3ccc(=O)c(NC(=O)NCc4scnc4C)cc3[nH]c2=O)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]N1c2c(ccc(Cl)c2)N(c2ccc([*])cc2)CC1,CC1=C(c2ccc(N3CCN(C(=O)NCc4scnc4C)c4cc(Cl)ccc43)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(N[*])ccc(Nc2nc([*])ccn2)c1,CC1=C(c2ccnc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N)nc(Nc2c(Cl)cc(N[*])cc2)cc([*])c1,CC1=C(c2cc(N)nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3Cl)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N1([*])c2c(cc(Cl)c(C)c2)C2(CCN(C(C[*])=O)CC2)CC1,CC1=C(CC(=O)N2CCC3(CC2)CCN(C(=O)NCc2scnc2C)c2cc(C)c(Cl)cc23)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(Nc2nc([*])c(C)c(C)n2)cc1,CC1=C(c2nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)nc(C)c2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]N1CCc2c(ccc(C(=O)OC)c2)C1c1ccc([*])cc1,COC(=O)c1ccc2c(c1)CCN(C(=O)NCc1scnc1C)C2c1ccc(C2=C(C)N=NC2C)cc1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc2c(c1)nc(N[*])cc2C,CC1=C(Nc2cc(C)c3ccc(NC(=O)NCc4scnc4C)cc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cc2c(cc1)OCC1C(CC[*])C(N(C)C)CCC1N2,CC1=C(CCC2C3COc4ccc(NC(=O)NCc5scnc5C)cc4NC3CCC2N(C)C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(-c2ccc(N[*])cc2)c(N)n2c(c([*])cc2)c(Cl)c1,CC1=C(c2ccn3c(N)c(-c4ccc(NC(=O)NCc5scnc5C)cc4)cc(Cl)c23)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[nH]1c2c(cc(N[*])cc2)c(C)c1[*],CC1=C(c2[nH]c3ccc(NC(=O)NCc4scnc4C)cc3c2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2cc(N[*])ccc2)cc([*])ccc1C(N)=O,CC1=C(c2ccc(C(N)=O)c(Nc3cccc(NC(=O)NCc4scnc4C)c3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cc2c(C)cc([*])nc2cc1,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N2CC(N[*])CC2)cc([*])ccc1N,CC1=C(c2ccc(N)c(N3CCC(NC(=O)NCc4scnc4C)C3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,Cc1ccc(N[*])cc1Nc1nc([*])ccn1,CC1=C(c2ccnc(Nc3cc(NC(=O)NCc4scnc4C)ccc3C)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2ccc(Cl)c(N[*])c2)cc([*])ccn1,CC1=C(c2ccnc(Nc3ccc(Cl)c(NC(=O)NCc4scnc4C)c3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(C)cc2c(c1N[*])CCc1c(nc([*])cc1)C2,CC1=C(c2ccc3c(n2)Cc2cc(C)cc(NC(=O)NCc4scnc4C)c2CC3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(-c2nc([*])c3c(n2)NCC3)cc1,CC1=C(c2nc(-c3ccc(NC(=O)NCc4scnc4C)cc3)nc3c2CCN3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(c1cc2c(cc1)CC(N[*])C2)[*],CC1=C(Cc2ccc3c(c2)CC(NC(=O)NCc2scnc2C)C3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(CN1C(=O)OCc2c(N[*])cccc21)[*],CC1=C(CCN2C(=O)OCc3c(NC(=O)NCc4scnc4C)cccc32)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])ccc1Nc1nc([*])cc(C)n1,CC1=C(c2cc(C)nc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,O=C(N)c1c(N[*])cc(OC)c(-c2ccc([*])cc2)c1,COc1cc(NC(=O)NCc2scnc2C)c(C(N)=O)cc1-c1ccc(C2=C(C)N=NC2C)cc1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cc2c(cc1)-c1nc([*])ccc1CC2,CC1=C(c2ccc3c(n2)-c2ccc(NC(=O)NCc4scnc4C)cc2CC3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N(c1cc2c(c(C)c1)nc(N[*])cc2)[*],CC1=C(Nc2cc(C)c3nc(NC(=O)NCc4scnc4C)ccc3c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])c2c(ccc1)-c1n(cc([*])n1)CC2,CC1=C(c2cn3c(n2)-c2cccc(NC(=O)NCc4scnc4C)c2CC3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2c(F)cc(N[*])cc2)c(Cl)cnc(N[*])n1,CC1=C(Nc2ncc(Cl)c(Nc3ccc(NC(=O)NCc4scnc4C)cc3F)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c12nc(N[*])ccc1ccc([*])c2,CC1=C(c2ccc3ccc(NC(=O)NCc4scnc4C)nc3c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc(-c2nc([*])c3c(ccc(C)c3)n2)cc1,CC1=C(c2nc(-c3ccc(NC(=O)NCc4scnc4C)cc3)nc3ccc(C)cc23)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N1([*])CCc2c(cc(Cl)c([*])c2)C1,CC1=C(c2cc3c(cc2Cl)CN(C(=O)NCc2scnc2C)CC3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N)c(N2CCN([*])CC2)cc([*])nc1,CC1=C(c2cc(N3CCN(C(=O)NCc4scnc4C)CC3)c(N)cn2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1(=O)N([*])C(=O)C(=Cc2ccc([*])cc2)N1,CC1=C(c2ccc(C=C3NC(=O)N(C(=O)NCc4scnc4C)C3=O)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N2CCN([*])CC2)cc(OC)cc([*])c1,COc1cc(C2=C(C)N=NC2C)cc(N2CCN(C(=O)NCc3scnc3C)CC2)c1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1cc(N[*])ccc1Nc1cc([*])nc2c1cc[nH]2,CC1=C(c2cc(Nc3ccc(NC(=O)NCc4scnc4C)cc3)c3cc[nH]c3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1(c2cc(N[*])c(Cl)cc2)CCN([*])CC1,CC1=C(N2CCC(c3ccc(Cl)c(NC(=O)NCc4scnc4C)c3)CC2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1cc2c(cc1)N=C(c1cc([*])ccc1)CO2,CC1=C(c2cccc(C3=Nc4ccc(NC(=O)NCc5scnc5C)cc4OC3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(N[*])cc(C)c(Nc2ncc([*])cc2)c1,CC1=C(c2ccc(Nc3ccc(NC(=O)NCc4scnc4C)cc3C)nc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1c(F)cc(Nc2cc([*])ccn2)cc1,CC1=C(c2ccnc(Nc3ccc(NC(=O)NCc4scnc4C)c(F)c3)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1C(C)C(N[*])c2cc(CNc3c([*])c(=O)c(=O)c3cc3ccccc3[nH]2)C1,INVALID_INPUT_SMILES
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(C)cc(N[*])cc1Nc1nc([*])c(C)cn1,CC1=C(c2nc(Nc3cc(C)cc(NC(=O)NCc4scnc4C)c3)ncc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(N[*])c1ccc2c(c1)cc(Cl)c([*])n2,CC1=C(c2nc3ccc(CNC(=O)NCc4scnc4C)cc3cc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1(=O)c2c(N[*])cccc2C(=O)c2c([*])cccc21,CC1=C(c2cccc3c2C(=O)c2cccc(NC(=O)NCc4scnc4C)c2C3=O)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1c(C)c(N[*])ccc1Nc1nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3ccc(NC(=O)NCc4scnc4C)c(C)c3)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,n1c(N[*])ccc(Nc2nc([*])ccn2)c1,CC1=C(c2ccnc(Nc3ccc(NC(=O)NCc4scnc4C)nc3)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(Nc2c(C)ccc(N[*])c2)nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3cc(NC(=O)NCc4scnc4C)ccc3C)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1ccc2c(c1)cc([*])nc2C,CC1=C(c2cc3cc(NC(=O)NCc4scnc4C)ccc3c(C)n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,Cc1ccc(N[*])cc1Nc1nc([*])c(Cl)cn1,CC1=C(c2nc(Nc3cc(NC(=O)NCc4scnc4C)ccc3C)ncc2Cl)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1nccc(Nc2c(Cl)cc([*])cc2)n1,CC1=C(c2ccc(Nc3ccnc(NC(=O)NCc4scnc4C)n3)c(Cl)c2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,O=C(C1CN([*])CC1c1cc(F)c([*])cc1)O,CC1=C(c2ccc(C3CN(C(=O)NCc4scnc4C)CC3C(=O)O)cc2F)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C(c1cc(Nc2cc(N[*])c(Cl)cc2)nc(N[*])n1)C,CCc1cc(Nc2ccc(Cl)c(NC(=O)NCc3scnc3C)c2)nc(NC2=C(C)N=NC2C)n1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,c1(N[*])ccc(C)c(C)c1Nc1nc([*])c(C)cn1,CC1=C(c2nc(Nc3c(NC(=O)NCc4scnc4C)ccc(C)c3C)ncc2C)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N1([*])CCN(c2ccc([*])cc2)CC1,CC1=C(c2ccc(N3CCN(C(=O)NCc4scnc4C)CC3)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,[*]Nc1c(F)cc(Nc2ccc([*])cc2)cc1,CC1=C(c2ccc(Nc3ccc(NC(=O)NCc4scnc4C)c(F)c3)cc2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,N([*])c1cc2c(cc1)nc([*])cc2C,CC1=C(c2cc(C)c3cc(NC(=O)NCc4scnc4C)ccc3n2)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1c2c(cc(N[*])cc2)CCc2cc([*])ccc21,CC1=C(c2ccc3c(c2)CCc2cc(NC(=O)NCc4scnc4C)ccc2C3)C(C)N=N1
n1cSc(CNC(=O)*)c1C|n1nC(C)c(*)c1C,C1C(N[*])c2cc(C(C)=O)c(Nc3nc([*])c(F)cn3)cc2CC1,CC(=O)c1cc2c(cc1Nc1ncc(F)c(C3=C(C)N=NC3C)n1)CCCC2NC(=O)NCc1scnc1C
