input_smiles,linker,output_smiles
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C1c2c([*])n(C)nc2CCc2c1cnc(Nc1ccc([*])cc1)n2,CC1CCCN(Cc2ccc(Nc3ncc4c(n3)CCc3nn(C)c(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)c3C4)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])ccnc2cc(O[*])ccc12,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])c(C)cnc1Nc1ccc([*])cc1,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)cc(OCC[*])cc2,CC1CCCN(CCCOc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2c(cc(O[*])cc2)ncn1,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)cnc(N1CCC([*])CC1)n2,CC1CCCN(CC2CCN(c3ncc4c(Nc5cccc(C6(C)CC(=O)NC(=O)C6)c5)ncnc4n3)CC2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(=O)(C[*])Nc1ccc2c(nc([*])o2)c1,CC1CCCN(Cc2nc3cc(NC(=O)Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3o2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(CN1c2cc([*])ccc2CCC1)[*],CC1CCCN(CCCN2CCCc3ccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)cc32)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1c2c(nn1C)CCc1c-2nc(Nc2ccc([*])cc2)nc1,CC1CCCN(Cc2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3cccc(C5(C)CC(=O)NC(=O)C5)c3)CC4)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C[*])cc2cccc(O[*])n2n1,CC1CCCN(COc2cccc3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nn23)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2cc(OC)c(O[*])cc2ncn1,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(C)c(C[*])ccc1cc(O[*])cc2,Cc1c(Cc2cccc(C3(C)CC(=O)NC(=O)C3)c2)ccc2cc(OCN3CCCC(C)C3)ccc12
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)cc(OC)c(O[*])c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2ncc(C)c([*])n2)ccc1[*],Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(nc(C[*])o1)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3nc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)oc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cnc(N[*])c2cc(OC)c(O[*])cc12,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)nccc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(C)c2c(nnc(N[*])n2)cc1O[*],Cc1cc(OCN2CCCC(C)C2)cc2nnc(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)nc12
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1c2ccccc2c(Nc2ccc([*])cn2)nc1,CC1CCCN(Cc2ccc(Nc3ncc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c4ccccc34)nc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1([*])cnc2c(c1)cc(OC)c(O[*])c2,COc1cc2cc(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)cnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1c(C)c2c(nc1)cc(O[*])cc2,Cc1c(Cc2cccc(C3(C)CC(=O)NC(=O)C3)c2)cnc2cc(OCN3CCCC(C)C3)ccc12
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(N[*])ncnc1cc(OC)c(OCC[*])c2,COc1cc2ncnc(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C([*])c1cc2c(ccc(O[*])c2)n1C,CC1CCCN(COc2ccc3c(c2)cc(Cc2cccc(C4(C)CC(=O)NC(=O)C4)c2)n3C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(c1cc2c(cc1)nc([*])c(N)n2)[*],CC1CCCN(CCc2ccc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)c(N)nc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(-c2nc([*])no2)ccc([*])cc1,CC1CCCN(Cc2ccc(-c3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ccc(C[*])c2)oc1[*],CC1CCCN(Cc2cc3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3o2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C[*])c2ccc(O[*])cc2[nH]n1,CC1CCCN(COc2ccc3c(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(N[*])ncnc2cc(OCC[*])c1,CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cnc(N[*])c2cc(OC)c(O[*])cc12,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)nccc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2n(cc(C)n1)cc(C[*])c2,Cc1cn2cc(CCN3CCCC(C)C3)cc2c(Nc2cccc(C3(C)CC(=O)NC(=O)C3)c2)n1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2c3ncc([*])n3cc(C)n2)ccc1[*],Cc1cn2c(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)cnc2c(Nc2ccc(CN3CCCC(C)C3)cc2)n1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])c[nH]2)ccc1C(Nc1ccc([*])cc1)=O,CC1CCCN(Cc2ccc(NC(=O)c3ccc4c(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)c[nH]c4c3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])nnc2)ccc1OCC[*],CC1CCCN(CCCOc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nncc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,o1c([*])nnc1-c1ccc([*])cc1,CC1CCCN(Cc2ccc(-c3nnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)o3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2cc(OC)c(O[*])cc2ncn1,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2ccc(OCC[*])cc2ncn1,CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2nnc([*])c3ccccc32)ccc1[*],CC1CCCN(Cc2ccc(Nc3nnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)c4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12ccc([*])n1cc(C)nc2Nc1ccc([*])cc1,Cc1cn2c(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)ccc2c(Nc2ccc(CN3CCCC(C)C3)cc2)n1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,O(c1ccc2ncnc(N[*])c2c1)CC[*],CC1CCCN(CCCOc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(=O)c2c(cc([*])c3c1C(C)CC3)ccc(C[*])c2,CC1CCCN(CCc2ccc3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)c4c(c(=O)c3c2)C(C)CC4)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])nc(Nc2ccc([*])cc2)c2c1cccc2,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c2c(c([*])n1C)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n(C)nc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])nc(Nc2cccc([*])c2)ncc1,CC1CCCN(Cc2cccc(Nc3nccc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ccc([*])c2)cc(O[*])c1,CC1CCCN(COc2ccc3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(N[*])c2cc3ccccc3c(O[*])c2nc1,CC1CCCN(COc2c3ccccc3cc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccnc23)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C1c2c([*])nc(N)nc2-c2ccc(C[*])cc2C1,CC1CCCN(CCc2ccc3c(c2)CCc2c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc(N)nc2-3)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(N[*])ncnc1cc(O[*])cc2,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,O(c1ccc2c(c1)cc([*])[nH]2)c1ccnc(C[*])c1,CC1CCCN(CCc2cc(Oc3ccc4[nH]c(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)cc4c3)ccn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)ccc1O[*],CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])c(C)cn2)ccc([*])c1,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])nc3ccccc23)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(Nc2nc([*])nc3ccccc23)ccc([*])cc1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])nc(Nc2ccc([*])cc2)ncc1,CC1CCCN(Cc2ccc(Nc3nccc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c(C[*])cc(-c2cnc([*])cc2)o1,CC1CCCN(Cc2ccc(-c3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1c2c(n(CC[*])n1)cccc2,CC1CCCN(CCCn2nc(Cc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c3ccccc32)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c2c(cc([*])c1)cccc2C[*],CC1CCCN(CCc2cccc3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)cnc23)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c2c(c(C[*])n1C)-c1c(cnc(Nc3ccc([*])cc3OC)n1)CC2,COc1cc(CN2CCCC(C)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1cccc(C3(C)CC(=O)NC(=O)C3)c1)CC2
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12ncnc(N[*])c1cc(OC)c(O[*])c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c2c(ccc([*])c2)nc(-c2ccc([*])cc2)c1,CC1CCCN(Cc2ccc(-c3cnc4cc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)ccc4n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]c1c2c(ccnc2)c(C(=O)Nc2ccc([*])cc2)cc1,CC1CCCN(Cc2ccc(NC(=O)c3ccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)c4cnccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(N[*])ncnc2cc(O[*])c1,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,N1c2nc([*])cn2CC(CC[*])C1,CC1CCCN(CCCC2CNc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)cn3C2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2ncc(Cl)c(N[*])n2)cccc1[*],CC1CCCN(Cc2cccc(Nc3ncc(Cl)c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ncnc2N[*])cc(OCC[*])c1C,Cc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c([*])ncn1)cc1n(cc(C[*])cc1)c2,INVALID_INPUT_SMILES
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)cc(OC)c(OCC[*])c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(Nc2ncc(Cl)c(N[*])n2)ccc([*])cc1,CC1CCCN(Cc2ccc(Nc3ncc(Cl)c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1ncnc2cc(O[*])ccc21,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c([*])n(C)n1)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n(C)nc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc2c(c(N[*])ncn2)cc1OCc1cccc([*])c1,CC1CCCN(Cc2cccc(COc3ccc4ncnc(Nc5cccc(C6(C)CC(=O)NC(=O)C6)c5)c4c3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2ccc(O[*])cc2ncn1,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,o1c([*])nc(-c2ccc([*])cc2)n1,CC1CCCN(Cc2ccc(-c3noc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1c(C)nc2cc(C[*])ccn12,Cc1nc2cc(CCN3CCCC(C)C3)ccn2c1Cc1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,Clc1c(C[*])cn(-c2ccc([*])cc2)n1,CC1CCCN(Cc2ccc(-n3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c(Cl)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)cc(C)c1OCC[*],Cc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])nc3cccn23)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4cccn34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(C[*])c1nn2c(ncc2)c(Nc2ccc([*])cc2)n1,CC1CCCN(Cc2ccc(Nc3nc(CCc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nn4ccnc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2nccc([*])n2)ccc1[*],CC1CCCN(Cc2ccc(Nc3nccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(nc([*])cc1)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1nc(N[*])c2ccc(O[*])cc2c1,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(N[*])nccc1-c1ccc([*])cc1,CC1CCCN(Cc2ccc(-c3ccnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)ccc1O[*],CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(N[*])ncnc2ccc1O[*],CC1CCCN(COc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C[*])nc(Nc2ccc([*])cc2)ncc1C,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1Cc1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(C[*])n[nH]1)ccc(C[*])c2,CC1CCCN(CCc2ccc3c(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2ncnc(N[*])c2)ccc1[*],CC1CCCN(Cc2ccc(Nc3cc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncn3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])nc3c2ncn3C(C)C)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4c3ncn4C(C)C)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(N[*])ncnc2ccc1C[*],CC1CCCN(CCc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2cc([*])n[nH]2)nc([*])c1,CC1CCCN(Cc2cccc(Nc3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]3)n2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(Nc2nc([*])c(Cl)cn2)ccc([*])cc1,CC1CCCN(Cc2ccc(Nc3ncc(Cl)c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]c1nc(Nc2ccc([*])cc2)ncc1,CC1CCCN(Cc2ccc(Nc3nccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2ncc(Cl)c([*])n2)ccc1[*],CC1CCCN(Cc2ccc(Nc3ncc(Cl)c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(N[*])ncnc1cc(OCCC[*])c(OC)c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])nnc2)ccc1OCC[*],CC1CCCN(CCCOc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nncc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c2c(cc([*])cc2)c(Nc2ccc([*])cc2)cc1,CC1CCCN(Cc2ccc(Nc3ccnc4ccc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)cc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c([*])nc(Nc2ccc([*])cc2)nc1,CC1CCCN(Cc2ccc(Nc3nccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,O=c1ccc2c(n1C[*])ccc(C[*])c2,CC1CCCN(CCc2ccc3c(ccc(=O)n3Cc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])ncn1)cccc2OCC[*],CC1CCCN(CCCOc2cccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc23)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,Cc1cc2c(c(N[*])ncn2)cc1OCC[*],Cc1cc2ncnc(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2c(ncn1)cc(O[*])cc2,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
